company_id,company_name,t,deal_id,deal_date,raw_stage,obs_token,deal_size_usd_mn,log_raise,company_revenue_curr_mn,delta_days,is_last_event
29711,Endosense,1,V35371,2012-11-27,Series C,Series C,40.3,3.720862499966987,,4759.0,1
30760,"Small Bone Innovations, Inc.",1,V303,2010-05-04,Series E,Series E,12.0,2.5649493574615367,,,0
30760,"Small Bone Innovations, Inc.",2,V305,2010-12-17,Series F,Series E,15.0,2.772588722239781,,,0
30760,"Small Bone Innovations, Inc.",3,V13102,2011-12-07,Venture Debt,DEBT,43.0,3.784189633918261,,5115.0,1
31087,"CeraPedics, Inc.",1,V257120,2012-07-12,Series C,Series C,12.09,2.5718485799218085,,,0
31087,"CeraPedics, Inc.",2,V28021,2012-11-26,Series C,Series C,7.0,2.0794415416798357,,,0
31087,"CeraPedics, Inc.",3,V61648,2014-04-18,Venture Debt,DEBT,9.0,2.302585092994046,,,0
31087,"CeraPedics, Inc.",4,V84697,2015-02-18,Series C,Series C,4.0,1.6094379124341003,,,0
31087,"CeraPedics, Inc.",5,V84698,2015-04-07,Venture Debt,DEBT,4.0,1.6094379124341003,,,0
31087,"CeraPedics, Inc.",6,V121404,2017-04-19,Venture Debt,DEBT,20.0,3.044522437723423,,,0
31087,"CeraPedics, Inc.",7,V289449,2019-01-01,Venture Debt,DEBT,45.0,3.828641396489095,,2533.0,1
32441,Neoss Ltd,1,V106801,2011-11-06,Venture Debt,DEBT,1.61,0.9593502213346021,14.74,5146.0,1
32456,IncentOne,1,V3257,2010-01-12,Series B,Series B,,,,,0
32456,IncentOne,2,V51428,2013-10-22,Add-on,ADDON,,,,4430.0,1
32499,"Threshold Pharmaceuticals, Inc.",1,V35741,2010-11-03,Grant,GRANT,0.49,0.3987761199573678,,,0
32499,"Threshold Pharmaceuticals, Inc.",2,V41557,2012-04-11,PIPE,EXITLIKE,20.0,3.044522437723423,0.06,4989.0,1
32725,Misonix Inc,1,V271587,2021-10-29,Add-on,ADDON,518.0,6.251903883165888,74.02,1501.0,1
33745,Baxano Inc.,1,V2631,2010-06-15,Series C,Series C,30.0,3.4339872044851463,,,0
33745,Baxano Inc.,2,V39842,2013-03-04,Add-on,ADDON,23.6,3.202746442938317,,,0
33745,Baxano Inc.,3,V59494,2013-12-03,Venture Debt,DEBT,15.0,2.772588722239781,,4388.0,1
34643,DynaVox,1,V63623,2014-05-21,Add-on,ADDON,18.0,2.9444389791664403,,4219.0,1
34846,"Solta Medical, Inc.",1,V2807,2010-01-11,PIPE,EXITLIKE,17.2,2.9014215940827497,,,0
34846,"Solta Medical, Inc.",2,V2809,2010-03-05,PIPE,EXITLIKE,4.75,1.749199854809259,,,0
34846,"Solta Medical, Inc.",3,V39381,2010-04-01,Venture Debt,DEBT,22.0,3.1354942159291497,98.82,,0
34846,"Solta Medical, Inc.",4,V56170,2013-11-18,Venture Debt,DEBT,60.0,4.110873864173311,,4403.0,1
34860,TNI Medical AG,1,V26059,2010-01-12,Growth Capital/Expansion,Series E,2.82,1.3402504226184837,,,0
34860,TNI Medical AG,2,V93636,2015-09-21,Unspecified Round,UNSPEC,3.4,1.4816045409242156,,3731.0,1
34986,Dune Medical Devices,1,V66103,2014-06-26,Series C,Series C,14.0,2.70805020110221,,,0
34986,Dune Medical Devices,2,V126059,2016-08-22,Grant,GRANT,3.38,1.4770487243883548,,,0
34986,Dune Medical Devices,3,V126060,2017-07-06,Series D,Series D,12.3,2.5877640352277083,,3077.0,1
36276,"Acufocus, Inc.",1,V12148,2011-11-29,Series F,Series E,65.0,4.189654742026425,,,0
36276,"Acufocus, Inc.",2,V12144,2011-12-01,Unspecified Round,UNSPEC,,,,,0
36276,"Acufocus, Inc.",3,V19095,2012-02-07,Series F,Series E,40.0,3.713572066704308,,,0
36276,"Acufocus, Inc.",4,V71107,2014-09-03,Unspecified Round,UNSPEC,21.0,3.091042453358316,,,0
36276,"Acufocus, Inc.",5,V156131,2016-01-26,Venture Debt,DEBT,,,,,0
36276,"Acufocus, Inc.",6,V156128,2016-05-05,Venture Debt,DEBT,5.8,1.916922612182061,,,0
36276,"Acufocus, Inc.",7,V108979,2016-09-09,Unspecified Round,UNSPEC,66.0,4.204692619390966,,3377.0,1
36561,Nightingale Informatix Corporation,1,V70899,2014-08-25,Venture Debt,DEBT,3.5,1.5040773967762742,,4123.0,1
37067,"Proteus Biomedical, Inc.",1,V23098,2010-01-12,Unspecified Round,UNSPEC,24.0,3.2188758248682006,,,0
37067,"Proteus Biomedical, Inc.",2,V23099,2010-04-21,Series E,Series E,25.0,3.258096538021482,,,0
37067,"Proteus Biomedical, Inc.",3,V23101,2010-04-21,Grant,GRANT,0.51,0.412109650826833,,5710.0,1
38106,Metrasens,1,V4254,2010-02-26,Growth Capital/Expansion,Series E,3.45,1.4929040961781488,,,0
38106,Metrasens,2,V39986,2013-03-05,Unspecified Round,UNSPEC,4.47,1.6992786164338898,,4661.0,1
40983,"HALT Medical, Inc.",1,V122388,2011-09-07,Series B,Series B,2.0,1.0986122886681096,,,0
40983,"HALT Medical, Inc.",2,V17706,2012-02-11,Venture Debt,DEBT,20.0,3.044522437723423,,5049.0,1
44541,Cymbet Corporation,1,V514,2010-01-25,Series C,Series C,31.0,3.4657359027997265,,5796.0,1
45311,IGI,1,V45466,2010-03-31,Series C,Series C,1.55,0.9360933591703348,,5731.0,1
46521,"Payspan, Inc.",1,V115276,2017-01-05,Unspecified Round,UNSPEC,,,,3259.0,1
47051,ESO Solutions Inc.,1,V24508,2012-06-19,Series B,Series B,4.0,1.6094379124341003,,,0
47051,ESO Solutions Inc.,2,V106606,2016-07-08,Growth Capital/Expansion,Series E,17.66,2.926382195419198,,3440.0,1
48675,"Accuri Cytometers, Inc.",1,V3515,2010-07-12,Series E,Series E,6.0,1.9459101490553132,,5628.0,1
48740,"Celleration, Inc.",1,V22563,2011-01-07,Series E,Series E,8.0,2.1972245773362196,,,0
48740,"Celleration, Inc.",2,V46250,2013-01-04,Series A,Series A,6.42,2.004179057179289,,4721.0,1
48837,phenox GmbH,1,V3603,2010-08-30,Unspecified Round,UNSPEC,,,,,0
48837,phenox GmbH,2,V292804,2022-04-21,Add-on,ADDON,539.43,6.292365118978927,,1327.0,1
49177,Integrated Medical Partners,1,V4064,2010-09-07,Growth Capital/Expansion,Series E,2.0,1.0986122886681096,,5571.0,1
49431,Zahnarztzentrum.ch,1,V3973,2010-09-09,Unspecified Round,UNSPEC,19.25,3.0081547935525483,28.0,5569.0,1
49929,RxEye,1,V3640,2010-09-21,Growth Capital/Expansion,Series E,2.57,1.2725655957915476,,5557.0,1
50479,"Sophiris Bio, Corp.",1,V47478,2012-03-28,PIPE,EXITLIKE,8.3,2.2300144001592104,,5003.0,1
50958,Dynavax Technologies Corporation,1,V36817,2010-09-20,Unspecified Round,UNSPEC,30.0,3.4339872044851463,,,0
50958,Dynavax Technologies Corporation,2,V78861,2014-12-30,Venture Debt,DEBT,40.0,3.713572066704308,11.25,3996.0,1
51259,Oxford Cryosystems,1,V93452,2010-09-25,Unspecified Round,UNSPEC,,,,5553.0,1
51387,HealthCare Global Enterprises Limited,1,V24385,2010-02-24,Unspecified Round,UNSPEC,6.69,2.0399207835175526,,,0
51387,HealthCare Global Enterprises Limited,2,V24386,2011-04-08,Secondary Stock Purchase,SECONDARY,30.8,3.459466289786131,,,0
51387,HealthCare Global Enterprises Limited,3,V40145,2013-03-11,Unspecified Round,UNSPEC,25.72,3.285412348668445,,,0
51387,HealthCare Global Enterprises Limited,4,V101578,2016-03-15,Pre-IPO,EXITLIKE,43.78,3.8017616111706087,5193.75,3555.0,1
52847,"EndoGastric Solutions, Inc.",1,V6307,2010-01-20,Series E,Series E,21.5,3.1135153092103742,,,0
52847,"EndoGastric Solutions, Inc.",2,V6308,2010-08-30,Series F,Series E,30.0,3.4339872044851463,,,0
52847,"EndoGastric Solutions, Inc.",3,V24710,2012-06-21,Series F,Series E,13.0,2.639057329615259,,,0
52847,"EndoGastric Solutions, Inc.",4,V62678,2014-05-06,Series G,Series E,30.0,3.4339872044851463,,,0
52847,"EndoGastric Solutions, Inc.",5,V119359,2015-05-12,Series H,Series E,10.01,2.3988039507345884,,,0
52847,"EndoGastric Solutions, Inc.",6,V96345,2015-12-01,Unspecified Round,UNSPEC,50.0,3.9318256327243257,,,0
52847,"EndoGastric Solutions, Inc.",7,V152120,2018-07-10,Series I,Series E,25.47,3.27601201623901,,,0
52847,"EndoGastric Solutions, Inc.",8,V179128,2019-05-28,Series I,Series E,14.5,2.740840023925201,,2386.0,1
54613,New Delhi Center for Sight Limited,1,V355015,2010-10-14,Series A,Series A,12.39,2.5945081597030812,,,0
54613,New Delhi Center for Sight Limited,2,V355023,2013-05-31,Series A,Series A,6.95,2.0731719286662407,750.01,4574.0,1
55119,"iMedX, Inc.",1,V22079,2011-01-12,Unspecified Round,UNSPEC,2.5,1.252762968495368,,5444.0,1
55540,"Cadent Holdings, Inc.",1,V14331,2011-03-29,Add-on,ADDON,190.0,5.25227342804663,,5368.0,1
57887,Biosensia Ltd,1,V20906,2011-12-19,Unspecified Round,UNSPEC,1.61,0.9593502213346021,0.0,,0
57887,Biosensia Ltd,2,V152629,2018-07-13,Add-on,ADDON,,,,2705.0,1
58231,"Critical Alert Systems, LLC",1,V257167,2021-01-06,Add-on,ADDON,,,,1797.0,1
58778,ContinuumRx,1,V31238,2012-09-20,Unspecified Round,UNSPEC,7.0,2.0794415416798357,,,0
58778,ContinuumRx,2,V89718,2015-07-21,Unspecified Round,UNSPEC,13.5,2.6741486494265287,,3793.0,1
59025,AxioMed LLC,1,V3022,2010-07-19,Series D,Series D,14.5,2.740840023925201,,,0
59025,AxioMed LLC,2,V255369,2011-06-29,Series D,Series D,3.2,1.4350845252893227,,,0
59025,AxioMed LLC,3,V255370,2012-02-10,Series D,Series D,4.15,1.6389967146756448,,,0
59025,AxioMed LLC,4,V22514,2012-05-22,Series D,Series D,5.0,1.791759469228055,,,0
59025,AxioMed LLC,5,V132034,2014-12-03,Secondary Stock Purchase,SECONDARY,,,,4023.0,1
59030,"BrainScope Company, Inc.",1,V15334,2010-02-07,Series B,Series B,2.4,1.2237754316221157,,,0
59030,"BrainScope Company, Inc.",2,V78713,2011-11-15,Unspecified Round,UNSPEC,0.25,0.22314355131420976,,,0
59030,"BrainScope Company, Inc.",3,V75132,2011-12-12,Grant,GRANT,7.5,2.1400661634962708,,,0
59030,"BrainScope Company, Inc.",4,V15335,2011-12-15,Unspecified Round,UNSPEC,0.25,0.22314355131420976,,,0
59030,"BrainScope Company, Inc.",5,V75130,2012-09-17,Grant,GRANT,2.67,1.3001916620664788,,,0
59030,"BrainScope Company, Inc.",6,V80353,2012-10-01,Venture Debt,DEBT,,,,,0
59030,"BrainScope Company, Inc.",7,V78704,2013-01-18,Unspecified Round,UNSPEC,1.0,0.6931471805599453,,,0
59030,"BrainScope Company, Inc.",8,V80350,2013-11-01,Venture Debt,DEBT,10.0,2.3978952727983707,,,0
59030,"BrainScope Company, Inc.",9,V78721,2014-08-05,Unspecified Round,UNSPEC,0.3,0.26236426446749106,,,0
59030,"BrainScope Company, Inc.",10,V72896,2014-09-30,Unspecified Round,UNSPEC,15.9,2.827313621929028,,,0
59030,"BrainScope Company, Inc.",11,V129307,2017-08-30,Unspecified Round,UNSPEC,16.0,2.833213344056216,,,0
59030,"BrainScope Company, Inc.",12,V309026,2021-10-06,Venture Debt,DEBT,35.0,3.58351893845611,,1524.0,1
59153,PointClickCare Technologies Inc.,1,V116759,2011-02-28,Growth Capital/Expansion,Series E,,,,,0
59153,PointClickCare Technologies Inc.,2,V235969,2021-01-06,Secondary Stock Purchase,SECONDARY,,,,1797.0,1
59190,HealthTeacher,1,V8489,2011-06-28,Series C,Series C,5.27,1.8357763546448291,,,0
59190,HealthTeacher,2,V96734,2015-12-08,Unspecified Round,UNSPEC,5.0,1.791759469228055,,3653.0,1
61051,"Practice Fusion, Inc.",1,V2,2011-04-04,Series B,Series B,23.0,3.1780538303479458,,,0
61051,"Practice Fusion, Inc.",2,V9463,2011-09-20,Unspecified Round,UNSPEC,6.0,1.9459101490553132,,,0
61051,"Practice Fusion, Inc.",3,V128001,2012-06-01,Unspecified Round,UNSPEC,,,,,0
61051,"Practice Fusion, Inc.",4,V25300,2012-06-22,Series C,Series C,24.67,3.245322994883049,,,0
61051,"Practice Fusion, Inc.",5,V49819,2013-09-11,Series D,Series D,69.99,4.262539022051294,,,0
61051,"Practice Fusion, Inc.",6,V53728,2013-12-09,Series D,Series D,15.0,2.772588722239781,,,0
61051,"Practice Fusion, Inc.",7,V126105,2014-08-29,Unspecified Round,UNSPEC,,,,,0
61051,"Practice Fusion, Inc.",8,V251099,2014-10-06,Series D,Series D,2.5,1.252762968495368,,,0
61051,"Practice Fusion, Inc.",9,V126106,2014-10-20,Secondary Stock Purchase,SECONDARY,2.5,1.252762968495368,,4067.0,1
61054,SMT Research and Development Ltd.,1,V3,2011-04-03,Unspecified Round,UNSPEC,10.5,2.4423470353692043,,5363.0,1
61180,"PixelOptics, Inc.",1,V19,2011-04-07,Unspecified Round,UNSPEC,35.0,3.58351893845611,,,0
61180,"PixelOptics, Inc.",2,V319613,2011-04-07,Venture Debt,DEBT,10.0,2.3978952727983707,,,0
61180,"PixelOptics, Inc.",3,V41600,2013-04-09,Grant,GRANT,3.5,1.5040773967762742,,4626.0,1
61189,"My Health Direct, Inc.",1,V21,2011-04-06,Series B,Series B,4.0,1.6094379124341003,,,0
61189,"My Health Direct, Inc.",2,V73600,2014-10-08,Growth Capital/Expansion,Series E,8.0,2.1972245773362196,,,0
61189,"My Health Direct, Inc.",3,V73601,2014-10-09,Venture Debt,DEBT,,,,,0
61189,"My Health Direct, Inc.",4,V124088,2017-06-06,Venture Debt,DEBT,4.0,1.6094379124341003,,3107.0,1
61339,Blueprint Medicines Corporation,1,V32,2011-04-11,Series A,Series A,15.0,2.772588722239781,,,0
61339,Blueprint Medicines Corporation,2,V249100,2012-02-07,Series A,Series A,10.0,2.3978952727983707,,,0
61339,Blueprint Medicines Corporation,3,V249101,2013-09-05,Series A,Series A,15.0,2.772588722239781,,,0
61339,Blueprint Medicines Corporation,4,V55030,2014-01-08,Series B,Series B,23.2,3.186352633162641,,,0
61339,Blueprint Medicines Corporation,5,V75987,2014-11-10,Series C,Series C,50.0,3.9318256327243257,,4046.0,1
61615,Cappella,1,V3368,2010-10-28,Venture Debt,DEBT,,,,,0
61615,Cappella,2,V50,2010-10-28,Series D,Series D,14.43,2.7363136663750693,,,0
61615,Cappella,3,V40859,2011-02-17,Series D,Series D,14.3,2.72785282839839,,5408.0,1
61619,ViroXis Corp.,1,V57176,2010-05-26,Series A,Series A,0.77,0.5709795465857378,,,0
61619,ViroXis Corp.,2,V54,2011-01-18,Series A,Series A,2.5,1.252762968495368,,5438.0,1
61641,"Syndax Pharmaceuticals, Inc.",1,V63,2010-01-22,Series A,Series A,9.0,2.302585092994046,,,0
61641,"Syndax Pharmaceuticals, Inc.",2,V19466,2010-08-03,Series A,Series A,6.01,1.9473377010464987,,,0
61641,"Syndax Pharmaceuticals, Inc.",3,V48438,2013-08-27,Series B,Series B,26.6,3.3178157727231046,,,0
61641,"Syndax Pharmaceuticals, Inc.",4,V91297,2015-08-24,Series C,Series C,80.0,4.394449154672439,,,0
61641,"Syndax Pharmaceuticals, Inc.",5,V234139,2020-01-31,Venture Debt,DEBT,30.0,3.4339872044851463,1.52,2138.0,1
61702,Global Consolidated Aesthetics Limited,1,V72,2010-10-07,Growth Capital/Expansion,Series E,30.0,3.4339872044851463,,,0
61702,Global Consolidated Aesthetics Limited,2,V57600,2014-02-21,Unspecified Round,UNSPEC,60.0,4.110873864173311,44.65,,0
61702,Global Consolidated Aesthetics Limited,3,V106622,2016-07-12,Series D,Series D,20.0,3.044522437723423,48.69,,0
61702,Global Consolidated Aesthetics Limited,4,V162335,2018-10-29,Unspecified Round,UNSPEC,,,,,0
61702,Global Consolidated Aesthetics Limited,5,V162338,2018-10-29,Venture Debt,DEBT,,,,,0
61702,Global Consolidated Aesthetics Limited,6,V279615,2022-01-03,Unspecified Round,UNSPEC,5.01,1.7934247485471162,38.83,1435.0,1
61708,"IDEV Technologies, Inc.",1,V31306,2010-07-29,Series C,Series C,27.7,3.3568971227655755,,,0
61708,"IDEV Technologies, Inc.",2,V74,2010-10-07,Series C,Series C,18.3,2.9601050959108397,,5541.0,1
61713,"ALung Technologies, Inc.",1,V76,2010-10-11,Series A,Series A,14.0,2.70805020110221,,,0
61713,"ALung Technologies, Inc.",2,V52343,2011-11-11,Series B,Series B,6.61,2.0294631718735947,,,0
61713,"ALung Technologies, Inc.",3,V15729,2012-02-06,Series B,Series B,10.0,2.3978952727983707,,,0
61713,"ALung Technologies, Inc.",4,V49192,2013-09-11,Series B,Series B,15.8,2.8213788864092133,,,0
61713,"ALung Technologies, Inc.",5,V121029,2017-04-11,Series C,Series C,36.0,3.6109179126442243,,3163.0,1
61727,"NinePoint Medical, Inc.",1,V257058,2010-10-14,Series A,Series A,27.8,3.3603753871419,,,0
61727,"NinePoint Medical, Inc.",2,V59345,2014-03-03,Series B,Series B,34.56,3.571221410645704,,,0
61727,"NinePoint Medical, Inc.",3,V153060,2015-02-09,Venture Debt,DEBT,15.0,2.772588722239781,,3955.0,1
61741,Symetis SA,1,V83,2010-10-07,Unspecified Round,UNSPEC,25.96,3.2943542860441064,,5541.0,1
61793,"TriReme Medical, Inc.",1,V111,2010-10-11,Series D,Series D,17.0,2.8903717578961645,,,0
61793,"TriReme Medical, Inc.",2,V169678,2011-08-03,Venture Debt,DEBT,,,,,0
61793,"TriReme Medical, Inc.",3,V35393,2012-11-27,Series E,Series E,18.0,2.9444389791664403,,4759.0,1
61855,Pathwork Diagnostics,1,V140,2010-10-06,Series C,Series C,30.0,3.4339872044851463,,5542.0,1
61889,Minnow Medical,1,V142,2010-10-21,Unspecified Round,UNSPEC,4.7,1.7404661748405044,,,0
61889,Minnow Medical,2,V41343,2011-06-01,Unspecified Round,UNSPEC,,,,,0
61889,Minnow Medical,3,V9455,2011-08-03,Series B,Series B,23.3,3.190476350346503,,5241.0,1
61935,"DICOM Grid, Inc.",1,V255931,2010-10-29,Series B,Series B,3.44,1.4906543764441333,,,0
61935,"DICOM Grid, Inc.",2,V169,2010-12-29,Series B,Series B,0.55,0.4382549309311553,,,0
61935,"DICOM Grid, Inc.",3,V255932,2011-08-31,Series B,Series B,3.5,1.5040773967762742,,,0
61935,"DICOM Grid, Inc.",4,V22009,2012-05-10,Series B,Series B,4.86,1.7681496035889213,,,0
61935,"DICOM Grid, Inc.",5,V82075,2012-12-19,Series B,Series B,0.5,0.4054651081081644,,,0
61935,"DICOM Grid, Inc.",6,V67697,2014-07-03,Series B,Series B,6.31,1.9892432737616872,,,0
61935,"DICOM Grid, Inc.",7,V95487,2015-11-12,Venture Debt,DEBT,3.0,1.3862943611198906,,,0
61935,"DICOM Grid, Inc.",8,V109252,2016-03-14,Series B,Series B,6.0,1.9459101490553132,,,0
61935,"DICOM Grid, Inc.",9,V109255,2016-09-13,Unspecified Round,UNSPEC,6.0,1.9459101490553132,,,0
61935,"DICOM Grid, Inc.",10,V133745,2017-11-14,Series B,Series B,7.4,2.128231705849268,,2946.0,1
61938,Vascular Pathways,1,V172,2010-11-01,Series B,Series B,14.0,2.70805020110221,,,0
61938,Vascular Pathways,2,V65895,2014-06-24,Venture Debt,DEBT,5.0,1.791759469228055,,4185.0,1
61944,Virtual Incision Corp,1,V176,2010-10-28,Series A,Series A,1.83,1.0402767116551463,,,0
61944,Virtual Incision Corp,2,V38451,2013-02-04,Unspecified Round,UNSPEC,,,,,0
61944,Virtual Incision Corp,3,V90480,2015-06-30,Series A,Series A,1.79,1.0260415958332743,,,0
61944,Virtual Incision Corp,4,V135655,2017-12-01,Series B,Series B,15.3,2.791165107812717,,,0
61944,Virtual Incision Corp,5,V192281,2019-10-15,Series B,Series B,10.1,2.4069451083182885,,,0
61944,Virtual Incision Corp,6,V198196,2020-01-08,Series B,Series B,20.0,3.044522437723423,,,0
61944,Virtual Incision Corp,7,V275637,2021-11-29,Series C,Series C,42.5,3.7727609380946383,,,0
61944,Virtual Incision Corp,8,V355252,2023-09-19,Series C,Series C,22.53,3.158276202739271,,811.0,1
61960,No World Borders,1,V179,2010-10-05,Series B,Series B,,,,5543.0,1
61985,PathCentral,1,V194,2010-11-01,Series B,Series B,10.0,2.3978952727983707,,,0
61985,PathCentral,2,V12557,2011-08-23,Unspecified Round,UNSPEC,3.0,1.3862943611198906,,,0
61985,PathCentral,3,V48464,2013-08-23,Add-on,ADDON,,,,4490.0,1
61992,nContact Surgical,1,V50746,2010-06-01,Grant,GRANT,0.24,0.2151113796169455,,,0
61992,nContact Surgical,2,V50759,2010-10-14,Unspecified Round,UNSPEC,5.0,1.791759469228055,,,0
61992,nContact Surgical,3,V197,2010-10-20,Series D,Series D,16.15,2.841998173611949,,,0
61992,nContact Surgical,4,V76529,2014-11-12,Growth Capital/Expansion,Series E,20.0,3.044522437723423,,4044.0,1
62090,Verastem Oncology,1,V229,2010-11-03,Series A,Series A,4.0,1.6094379124341003,,,0
62090,Verastem Oncology,2,V8531,2011-07-14,Series B,Series B,32.0,3.4965075614664802,,,0
62090,Verastem Oncology,3,V12289,2011-11-21,Series C,Series C,20.4,3.0633909220278057,,,0
62090,Verastem Oncology,4,V64177,2012-07-11,PIPE,EXITLIKE,2.0,1.0986122886681096,,,0
62090,Verastem Oncology,5,V219156,2015-01-28,PIPE,EXITLIKE,8.0,2.1972245773362196,,,0
62090,Verastem Oncology,6,V219014,2017-03-23,Venture Debt,DEBT,25.0,3.258096538021482,,,0
62090,Verastem Oncology,7,V219016,2018-01-05,Venture Debt,DEBT,50.0,3.9318256327243257,,,0
62090,Verastem Oncology,8,V219015,2019-04-23,Venture Debt,DEBT,75.0,4.330733340286331,26.72,,0
62090,Verastem Oncology,9,V218861,2020-02-27,PIPE,EXITLIKE,100.0,4.61512051684126,17.46,,0
62090,Verastem Oncology,10,V326583,2023-01-27,PIPE,EXITLIKE,30.0,3.4339872044851463,2.6,1046.0,1
62238,"Capricor Therapeutics, Inc.",1,V295,2010-12-20,Series A,Series A,2.0,1.0986122886681096,,,0
62238,"Capricor Therapeutics, Inc.",2,V109843,2016-09-26,Grant,GRANT,2.4,1.2237754316221157,5.52,3360.0,1
62263,Bonovo Orthopedics,1,V319,2010-12-07,Series C,Series C,10.0,2.3978952727983707,,5480.0,1
62304,"TYRX, Inc.",1,V41039,2010-12-08,Unspecified Round,UNSPEC,16.0,2.833213344056216,,,0
62304,"TYRX, Inc.",2,V41040,2010-12-08,Venture Debt,DEBT,4.0,1.6094379124341003,,,0
62304,"TYRX, Inc.",3,V71709,2013-01-29,Venture Debt,DEBT,8.5,2.2512917986064953,,,0
62304,"TYRX, Inc.",4,V44335,2013-05-15,Unspecified Round,UNSPEC,2.0,1.0986122886681096,,4590.0,1
62369,"OnShift, Inc.",1,V363,2010-12-06,Unspecified Round,UNSPEC,2.3,1.1939224684724346,,,0
62369,"OnShift, Inc.",2,V15511,2012-02-02,Series B,Series B,3.0,1.3862943611198906,,,0
62369,"OnShift, Inc.",3,V56556,2014-02-04,Series C,Series C,7.0,2.0794415416798357,,,0
62369,"OnShift, Inc.",4,V102830,2016-04-13,Series D,Series D,18.0,2.9444389791664403,,,0
62369,"OnShift, Inc.",5,V161948,2018-10-24,Unspecified Round,UNSPEC,,,,2602.0,1
62390,"PhaseBio Pharmaceuticals, Inc.",1,V5938,2010-12-02,Series C,Series C,15.18,2.7837759116303458,,,0
62390,"PhaseBio Pharmaceuticals, Inc.",2,V23576,2012-06-05,Series B,Series B,23.0,3.1780538303479458,,,0
62390,"PhaseBio Pharmaceuticals, Inc.",3,V83445,2015-03-12,Series C,Series C,20.0,3.044522437723423,,,0
62390,"PhaseBio Pharmaceuticals, Inc.",4,V256741,2015-07-21,Series C,Series C,1.0,0.6931471805599453,,,0
62390,"PhaseBio Pharmaceuticals, Inc.",5,V135113,2017-11-29,Venture Debt,DEBT,3.5,1.5040773967762742,,,0
62390,"PhaseBio Pharmaceuticals, Inc.",6,V135264,2017-11-29,Unspecified Round,UNSPEC,8.1,2.2082744135228043,,,0
62390,"PhaseBio Pharmaceuticals, Inc.",7,V157443,2018-08-27,Series D,Series D,34.0,3.5553480614894135,,2660.0,1
62427,IntegenX Inc.,1,V380,2011-01-31,Series B,Series B,20.62,3.073618812211062,,,0
62427,IntegenX Inc.,2,V15186,2011-10-26,Series C,Series C,25.0,3.258096538021482,,,0
62427,IntegenX Inc.,3,V254381,2012-08-22,Series C,Series C,15.84,2.8237570088141806,,,0
62427,IntegenX Inc.,4,V254382,2012-12-28,Series C,Series C,8.0,2.1972245773362196,,,0
62427,IntegenX Inc.,5,V72409,2014-09-22,Venture Debt,DEBT,10.0,2.3978952727983707,,4095.0,1
62429,"Kiora Pharmaceuticals, Inc.",1,V239819,2021-01-06,Unspecified Round,UNSPEC,8.0,2.1972245773362196,,,0
62429,"Kiora Pharmaceuticals, Inc.",2,V330128,2023-02-03,PIPE,EXITLIKE,0.2,0.18232155679395462,,1039.0,1
62431,"CardiaLen, Inc.",1,V30604,2010-09-03,Series B,Series B,0.3,0.26236426446749106,,,0
62431,"CardiaLen, Inc.",2,V384,2011-03-29,Unspecified Round,UNSPEC,0.74,0.5538851132264376,,,0
62431,"CardiaLen, Inc.",3,V58067,2012-09-01,Angel,ANGEL,0.14,0.1310282624064041,,,0
62431,"CardiaLen, Inc.",4,V69935,2013-12-31,Unspecified Round,UNSPEC,3.0,1.3862943611198906,,,0
62431,"CardiaLen, Inc.",5,V58069,2014-01-13,Series A,Series A,2.5,1.252762968495368,,,0
62431,"CardiaLen, Inc.",6,V154883,2016-08-26,Unspecified Round,UNSPEC,0.3,0.26236426446749106,,,0
62431,"CardiaLen, Inc.",7,V160869,2018-10-10,Series B,Series B,17.0,2.8903717578961645,,,0
62431,"CardiaLen, Inc.",8,V318970,2021-06-24,Venture Debt,DEBT,1.5,0.9162907318741551,,1628.0,1
62461,"WebPT, Inc.",1,V400,2010-12-09,Series A,Series A,1.0,0.6931471805599453,,,0
62461,"WebPT, Inc.",2,V65999,2014-06-19,Series A,Series A,43.0,3.784189633918261,,,0
62461,"WebPT, Inc.",3,V126640,2017-07-12,Secondary Stock Purchase,SECONDARY,,,,3071.0,1
62464,MicroCHIPS Inc.,1,V402,2010-01-07,Series G,Series E,16.5,2.8622008809294686,,,0
62464,MicroCHIPS Inc.,2,V48717,2012-05-22,Unspecified Round,UNSPEC,2.25,1.1786549963416462,,4948.0,1
62615,Scint-X AB,1,V485,2011-05-05,Growth Capital/Expansion,Series E,1.58,0.9477893989335261,,5331.0,1
62623,Advanced Cardiac Therapeutics Inc.,1,V491,2010-01-11,Series B,Series B,5.0,1.791759469228055,,,0
62623,Advanced Cardiac Therapeutics Inc.,2,V61095,2014-04-03,Unspecified Round,UNSPEC,7.3,2.1162555148025524,,,0
62623,Advanced Cardiac Therapeutics Inc.,3,V121996,2017-05-01,Series B,Series B,45.0,3.828641396489095,,3143.0,1
62624,SuperSonic Imagine SA,1,V492,2010-11-29,Series C,Series C,23.84,3.212455257065278,,,0
62624,SuperSonic Imagine SA,2,V41306,2013-10-28,Series D,Series D,19.44,3.017493765335504,,,0
62624,SuperSonic Imagine SA,3,V75640,2014-07-07,Unspecified Round,UNSPEC,74.6,4.3254562831854875,,4172.0,1
62627,"TVA Medical, Inc.",1,V44615,2013-06-10,Series B,Series B,8.6,2.2617630984737906,,,0
62627,"TVA Medical, Inc.",2,V155103,2015-10-06,Venture Debt,DEBT,,,,,0
